Time,site,T°C_2,U_2,V_2,T°C_15,U_15,V_15,T°C_30,U_30,V_30,sat_chl,sat_secchi,label
2020-06-29 13:11:22,LEXPLORE,19.64,-0.064,0.035,13.47363636363636,-0.0523636363636363,0.0016363636363636,7.885999999999999,-0.0127999999999999,-0.0032,1.76,7.43,3
2020-07-01 10:11:20,LEXPLORE,20.12,-0.029,0.014,15.214545454545451,-0.0246363636363636,0.0009090909090909,7.837999999999998,0.004,-0.002,1.71,7.34,3
2020-07-01 11:11:14,LEXPLORE,20.12,-0.029,0.014,15.214545454545451,-0.0246363636363636,0.0009090909090909,7.837999999999998,0.004,-0.002,1.71,7.34,3
2020-07-01 12:11:15,LEXPLORE,20.12,-0.029,0.014,15.214545454545451,-0.0246363636363636,0.0009090909090909,7.837999999999998,0.004,-0.002,1.7,7.17,3
2020-07-01 13:11:28,LEXPLORE,20.46,-0.036,-0.008,13.769090909090906,0.0007272727272727,0.0020909090909091,7.447999999999999,0.0037999999999999,-0.001,1.7,7.17,3
2020-07-01 14:11:25,LEXPLORE,20.46,-0.036,-0.008,13.769090909090906,0.0007272727272727,0.0020909090909091,7.447999999999999,0.0037999999999999,-0.001,1.7,7.17,3
2020-07-01 15:11:14,LEXPLORE,20.46,-0.036,-0.008,13.769090909090906,0.0007272727272727,0.0020909090909091,7.447999999999999,0.0037999999999999,-0.001,1.7,7.17,3
2020-07-01 16:11:26,LEXPLORE,20.82,-0.036,0.0019999999999999,14.018181818181816,0.0087272727272727,0.0,7.411999999999999,0.0047999999999999,0.0027999999999999,1.7,7.17,3
2020-07-01 17:11:17,LEXPLORE,20.82,-0.036,0.0019999999999999,14.018181818181816,0.0087272727272727,0.0,7.411999999999999,0.0047999999999999,0.0027999999999999,1.7,7.17,3
2020-07-01 18:11:23,LEXPLORE,20.82,-0.036,0.0019999999999999,14.018181818181816,0.0087272727272727,0.0,7.411999999999999,0.0047999999999999,0.0027999999999999,1.7,7.17,3
2020-07-01 19:11:13,LEXPLORE,20.93,-0.021,0.007,14.422727272727268,0.0174545454545454,0.0075454545454545,7.517999999999999,0.0087999999999999,0.004,1.7,7.17,3
2020-07-01 20:11:20,LEXPLORE,20.93,-0.021,0.007,14.422727272727268,0.0174545454545454,0.0075454545454545,7.517999999999999,0.0087999999999999,0.004,1.7,7.17,3
2020-07-01 21:11:24,LEXPLORE,20.93,-0.021,0.007,14.422727272727268,0.0174545454545454,0.0075454545454545,7.517999999999999,0.0087999999999999,0.004,1.7,7.17,3
2020-07-01 22:11:22,LEXPLORE,20.44,0.097,-0.0209999999999999,14.539090909090907,0.0015454545454545,0.0121818181818181,7.507999999999999,0.01,0.0002,1.7,7.17,3
2020-07-02 00:11:33,LEXPLORE,20.44,0.097,-0.0209999999999999,14.539090909090907,0.0015454545454545,0.0121818181818181,7.507999999999999,0.01,0.0002,1.7,7.17,3
2020-07-02 01:11:34,LEXPLORE,20.52,0.018,-0.037,12.709999999999996,0.0228181818181818,0.0054545454545454,7.311999999999999,0.0057999999999999,-0.003,1.7,7.17,3
2020-07-02 02:11:20,LEXPLORE,20.52,0.018,-0.037,12.709999999999996,0.0228181818181818,0.0054545454545454,7.311999999999999,0.0057999999999999,-0.003,1.7,7.17,3
2020-07-02 03:11:20,LEXPLORE,20.52,0.018,-0.037,12.709999999999996,0.0228181818181818,0.0054545454545454,7.311999999999999,0.0057999999999999,-0.003,1.7,7.17,3
2020-07-02 04:11:24,LEXPLORE,20.42,-0.036,0.017,13.650909090909089,0.0098181818181818,-0.0008181818181818,7.467999999999999,-0.0002,-0.003,1.7,7.17,3
2020-07-02 05:11:22,LEXPLORE,20.42,-0.036,0.017,13.650909090909089,0.0098181818181818,-0.0008181818181818,7.467999999999999,-0.0002,-0.003,1.7,7.17,3
2020-07-02 06:11:19,LEXPLORE,20.42,-0.036,0.017,13.650909090909089,0.0098181818181818,-0.0008181818181818,7.467999999999999,-0.0002,-0.003,1.7,7.17,3
2020-07-02 07:11:24,LEXPLORE,20.34,-0.023,0.042,15.34363636363636,0.0148181818181818,0.0062727272727272,7.913999999999998,0.0022,-0.0033999999999999,1.7,7.17,3
2020-07-02 08:11:18,LEXPLORE,20.34,-0.023,0.042,15.34363636363636,0.0148181818181818,0.0062727272727272,7.913999999999998,0.0022,-0.0033999999999999,1.7,7.17,3
2020-07-02 09:10:59,LEXPLORE,20.34,-0.023,0.042,15.34363636363636,0.0148181818181818,0.0062727272727272,7.913999999999998,0.0022,-0.0033999999999999,1.7,7.17,3
2020-07-02 10:11:22,LEXPLORE,20.32,-0.013,-0.006,14.070909090909089,-0.0087272727272727,0.0041818181818181,7.525999999999999,0.008,0.0042,1.7,7.17,3
2020-07-02 11:11:17,LEXPLORE,20.32,-0.013,-0.006,14.070909090909089,-0.0087272727272727,0.0041818181818181,7.525999999999999,0.008,0.0042,1.7,7.17,3
2020-07-02 12:10:57,LEXPLORE,20.32,-0.013,-0.006,14.070909090909089,-0.0087272727272727,0.0041818181818181,7.525999999999999,0.008,0.0042,1.69,7.0,3
2020-07-02 13:11:02,LEXPLORE,20.57,-0.0269999999999999,0.0189999999999999,13.17272727272727,0.0042727272727272,0.0074545454545454,7.286,0.0107999999999999,-0.0027999999999999,1.69,7.0,3
2020-07-02 14:09:54,LEXPLORE,20.57,-0.0269999999999999,0.0189999999999999,13.17272727272727,0.0042727272727272,0.0074545454545454,7.286,0.0107999999999999,-0.0027999999999999,1.69,7.0,3
2020-07-02 15:10:37,LEXPLORE,20.57,-0.0269999999999999,0.0189999999999999,13.17272727272727,0.0042727272727272,0.0074545454545454,7.286,0.0107999999999999,-0.0027999999999999,1.69,7.0,3
2020-07-02 16:10:34,LEXPLORE,20.77,-0.006,0.033,14.865454545454543,-0.0041818181818181,0.0125454545454545,7.767999999999998,0.0017999999999999,-0.009,1.69,7.0,3
2020-07-02 17:10:29,LEXPLORE,20.77,-0.006,0.033,14.865454545454543,-0.0041818181818181,0.0125454545454545,7.767999999999998,0.0017999999999999,-0.009,1.69,7.0,3
2020-07-02 18:09:50,LEXPLORE,20.77,-0.006,0.033,14.865454545454543,-0.0041818181818181,0.0125454545454545,7.767999999999998,0.0017999999999999,-0.009,1.69,7.0,3
2020-07-02 19:09:54,LEXPLORE,20.83,0.0159999999999999,-0.0309999999999999,14.876363636363632,0.0166363636363636,0.0140909090909091,7.5939999999999985,0.0007999999999999,0.006,1.69,7.0,3
2020-07-02 20:10:30,LEXPLORE,20.83,0.0159999999999999,-0.0309999999999999,14.876363636363632,0.0166363636363636,0.0140909090909091,7.5939999999999985,0.0007999999999999,0.006,1.69,7.0,3
2020-07-02 21:10:22,LEXPLORE,20.83,0.0159999999999999,-0.0309999999999999,14.876363636363632,0.0166363636363636,0.0140909090909091,7.5939999999999985,0.0007999999999999,0.006,1.69,7.0,3
2020-07-02 22:10:24,LEXPLORE,20.78,-0.01,-0.0209999999999999,13.579999999999998,-0.0013636363636363,-0.0046363636363636,7.459999999999999,0.0035999999999999,0.0035999999999999,1.69,7.0,3
2020-07-02 23:10:40,LEXPLORE,20.78,-0.01,-0.0209999999999999,13.579999999999998,-0.0013636363636363,-0.0046363636363636,7.459999999999999,0.0035999999999999,0.0035999999999999,1.69,7.0,3
2020-07-03 00:10:21,LEXPLORE,20.78,-0.01,-0.0209999999999999,13.579999999999998,-0.0013636363636363,-0.0046363636363636,7.459999999999999,0.0035999999999999,0.0035999999999999,1.69,7.0,3
2020-07-03 01:10:32,LEXPLORE,20.69,-0.049,0.003,14.083636363636362,-0.0245454545454545,-0.0028181818181818,7.721999999999999,0.002,-0.0033999999999999,1.69,7.0,3
2020-07-03 03:10:31,LEXPLORE,20.69,-0.049,0.003,14.083636363636362,-0.0245454545454545,-0.0028181818181818,7.721999999999999,0.002,-0.0033999999999999,1.69,7.0,3
2020-07-03 04:10:45,LEXPLORE,20.57,0.0099999999999999,2.9605947323337525e-18,14.496363636363634,0.0070909090909091,0.0049090909090909,7.623999999999999,0.0012,0.0002,1.69,7.0,3
2020-07-03 05:10:56,LEXPLORE,20.57,0.0099999999999999,2.9605947323337525e-18,14.496363636363634,0.0070909090909091,0.0049090909090909,7.623999999999999,0.0012,0.0002,1.69,7.0,3
2020-07-03 06:10:47,LEXPLORE,20.57,0.0099999999999999,2.9605947323337525e-18,14.496363636363634,0.0070909090909091,0.0049090909090909,7.623999999999999,0.0012,0.0002,1.69,7.0,3
2020-07-03 07:10:48,LEXPLORE,20.48,-0.019,0.001,13.309999999999995,0.0170909090909091,0.0031818181818181,7.373999999999999,0.0055999999999999,-0.0022,1.69,7.0,3
2020-07-03 08:10:30,LEXPLORE,20.48,-0.019,0.001,13.309999999999995,0.0170909090909091,0.0031818181818181,7.373999999999999,0.0055999999999999,-0.0022,1.69,7.0,3
2020-07-03 09:10:46,LEXPLORE,20.48,-0.019,0.001,13.309999999999995,0.0170909090909091,0.0031818181818181,7.373999999999999,0.0055999999999999,-0.0022,1.69,7.0,3
2020-07-03 10:10:52,LEXPLORE,20.28,-0.027,0.008,13.869090909090906,-0.013090909090909,-0.0117272727272727,7.371999999999999,0.0065999999999999,0.002,1.69,7.0,3
2020-07-03 11:10:05,LEXPLORE,20.28,-0.027,0.008,13.869090909090906,-0.013090909090909,-0.0117272727272727,7.371999999999999,0.0065999999999999,0.002,1.69,7.0,3
2020-07-03 12:10:44,LEXPLORE,20.28,-0.027,0.008,13.869090909090906,-0.013090909090909,-0.0117272727272727,7.371999999999999,0.0065999999999999,0.002,1.68,6.83,3
2020-07-03 13:10:50,LEXPLORE,20.32,-0.057,0.007,14.72363636363636,-0.0289090909090908,0.0161818181818181,7.535999999999999,0.0087999999999999,-0.0007999999999999,1.68,6.83,3
2020-07-03 14:10:56,LEXPLORE,20.32,-0.057,0.007,14.72363636363636,-0.0289090909090908,0.0161818181818181,7.535999999999999,0.0087999999999999,-0.0007999999999999,1.68,6.83,3
2020-07-03 15:10:54,LEXPLORE,20.32,-0.057,0.007,14.72363636363636,-0.0289090909090908,0.0161818181818181,7.535999999999999,0.0087999999999999,-0.0007999999999999,1.68,6.83,3
2020-07-03 16:11:05,LEXPLORE,20.35,-0.06,0.007,15.259999999999998,-0.0172727272727272,-0.0003636363636363,7.8359999999999985,0.008,-0.0057999999999999,1.68,6.83,3
2020-07-03 17:10:47,LEXPLORE,20.35,-0.06,0.007,15.259999999999998,-0.0172727272727272,-0.0003636363636363,7.8359999999999985,0.008,-0.0057999999999999,1.68,6.83,3
2020-07-03 18:10:55,LEXPLORE,20.35,-0.06,0.007,15.259999999999998,-0.0172727272727272,-0.0003636363636363,7.8359999999999985,0.008,-0.0057999999999999,1.68,6.83,3
2020-07-03 19:10:28,LEXPLORE,20.33,-0.114,0.006,15.798181818181815,-0.0809999999999999,-0.0091818181818181,8.169999999999998,0.0064,-0.0007999999999999,1.68,6.83,3
2020-07-03 20:11:05,LEXPLORE,20.33,-0.114,0.006,15.798181818181815,-0.0809999999999999,-0.0091818181818181,8.169999999999998,0.0064,-0.0007999999999999,1.68,6.83,3
2020-07-03 21:10:48,LEXPLORE,20.33,-0.114,0.006,15.798181818181815,-0.0809999999999999,-0.0091818181818181,8.169999999999998,0.0064,-0.0007999999999999,1.68,6.83,3
2020-07-03 22:10:52,LEXPLORE,20.25,-0.094,0.017,15.388181818181817,-0.0538181818181817,0.0021818181818181,7.535999999999999,0.0107999999999999,-0.0012,1.68,6.83,3
2020-07-03 23:11:04,LEXPLORE,20.25,-0.094,0.017,15.388181818181817,-0.0538181818181817,0.0021818181818181,7.535999999999999,0.0107999999999999,-0.0012,1.68,6.83,3
2020-07-04 01:10:15,LEXPLORE,20.23,-0.043,0.003,15.332727272727269,-0.0205454545454545,0.019,7.535999999999999,0.0057999999999999,0.001,1.68,6.83,3
2020-07-04 02:10:38,LEXPLORE,20.23,-0.043,0.003,15.332727272727269,-0.0205454545454545,0.019,7.535999999999999,0.0057999999999999,0.001,1.68,6.83,3
2020-07-04 03:10:17,LEXPLORE,20.23,-0.043,0.003,15.332727272727269,-0.0205454545454545,0.019,7.535999999999999,0.0057999999999999,0.001,1.68,6.83,3
2020-07-04 04:11:03,LEXPLORE,20.17,-0.034,0.012,15.369999999999996,-0.0032727272727272,0.0012727272727272,7.977999999999997,0.0097999999999999,-0.0027999999999999,1.68,6.83,3
2020-07-04 06:10:36,LEXPLORE,20.17,-0.034,0.012,15.369999999999996,-0.0032727272727272,0.0012727272727272,7.977999999999997,0.0097999999999999,-0.0027999999999999,1.68,6.83,3
2020-07-04 07:10:40,LEXPLORE,20.13,-0.049,0.011,14.26363636363636,-0.0112727272727272,-0.0039090909090908,7.587999999999999,0.011,-0.0007999999999999,1.68,6.83,3
2020-07-04 08:10:48,LEXPLORE,20.13,-0.049,0.011,14.26363636363636,-0.0112727272727272,-0.0039090909090908,7.587999999999999,0.011,-0.0007999999999999,1.68,6.83,3
2020-07-04 09:11:03,LEXPLORE,20.13,-0.049,0.011,14.26363636363636,-0.0112727272727272,-0.0039090909090908,7.587999999999999,0.011,-0.0007999999999999,1.68,6.83,3
2020-07-04 10:10:04,LEXPLORE,20.19,0.0129999999999999,0.019,14.345454545454542,-0.0097272727272727,-0.006,7.419999999999999,0.006,-0.0062,1.68,6.83,3
2020-07-04 11:11:18,LEXPLORE,20.19,0.0129999999999999,0.019,14.345454545454542,-0.0097272727272727,-0.006,7.419999999999999,0.006,-0.0062,1.68,6.83,3
2020-07-04 12:10:57,LEXPLORE,20.19,0.0129999999999999,0.019,14.345454545454542,-0.0097272727272727,-0.006,7.419999999999999,0.006,-0.0062,1.66,6.67,3
2020-07-04 13:11:22,LEXPLORE,20.38,0.078,-0.002,14.048181818181815,0.006,0.011090909090909,7.399999999999999,0.0007999999999999,0.0025999999999999,1.66,6.67,3
2020-07-04 14:10:37,LEXPLORE,20.38,0.078,-0.002,14.048181818181815,0.006,0.011090909090909,7.399999999999999,0.0007999999999999,0.0025999999999999,1.66,6.67,3
2020-07-04 15:11:15,LEXPLORE,20.38,0.078,-0.002,14.048181818181815,0.006,0.011090909090909,7.399999999999999,0.0007999999999999,0.0025999999999999,1.66,6.67,3
2020-07-04 16:11:02,LEXPLORE,20.63,0.061,-0.022,13.110909090909088,0.0325454545454545,0.0105454545454545,7.263999999999999,0.0067999999999999,0.0047999999999999,1.66,6.67,3
2020-07-04 17:10:40,LEXPLORE,20.63,0.061,-0.022,13.110909090909088,0.0325454545454545,0.0105454545454545,7.263999999999999,0.0067999999999999,0.0047999999999999,1.66,6.67,3
2020-07-04 18:11:08,LEXPLORE,20.63,0.061,-0.022,13.110909090909088,0.0325454545454545,0.0105454545454545,7.263999999999999,0.0067999999999999,0.0047999999999999,1.66,6.67,3
2020-07-04 20:11:10,LEXPLORE,20.62,0.033,0.009,12.804545454545451,0.050090909090909,-0.0001818181818181,7.205999999999999,0.0097999999999999,0.001,1.66,6.67,3
2020-07-04 21:11:21,LEXPLORE,20.62,0.033,0.009,12.804545454545451,0.050090909090909,-0.0001818181818181,7.205999999999999,0.0097999999999999,0.001,1.66,6.67,3
2020-07-04 22:11:15,LEXPLORE,20.54,0.047,0.016,13.490909090909089,0.0249090909090908,-0.0061818181818181,7.389999999999999,0.0077999999999999,-0.0037999999999999,1.66,6.67,3
2020-07-04 23:11:16,LEXPLORE,20.54,0.047,0.016,13.490909090909089,0.0249090909090908,-0.0061818181818181,7.389999999999999,0.0077999999999999,-0.0037999999999999,1.66,6.67,3
2020-07-05 00:11:00,LEXPLORE,20.54,0.047,0.016,13.490909090909089,0.0249090909090908,-0.0061818181818181,7.389999999999999,0.0077999999999999,-0.0037999999999999,1.66,6.67,3
2020-07-05 01:11:03,LEXPLORE,20.43,0.048,0.003,13.875454545454543,0.0064545454545454,0.0044545454545454,7.399999999999999,0.009,-0.0017999999999999,1.66,6.67,3
2020-07-05 02:11:12,LEXPLORE,20.43,0.048,0.003,13.875454545454543,0.0064545454545454,0.0044545454545454,7.399999999999999,0.009,-0.0017999999999999,1.66,6.67,3
2020-07-05 03:11:21,LEXPLORE,20.43,0.048,0.003,13.875454545454543,0.0064545454545454,0.0044545454545454,7.399999999999999,0.009,-0.0017999999999999,1.66,6.67,3
2020-07-05 04:11:04,LEXPLORE,20.36,0.052,-0.007,12.528181818181814,0.036,0.0098181818181818,7.198,0.0077999999999999,-0.003,1.66,6.67,3
2020-07-05 05:11:24,LEXPLORE,20.36,0.052,-0.007,12.528181818181814,0.036,0.0098181818181818,7.198,0.0077999999999999,-0.003,1.66,6.67,3
2020-07-05 06:11:16,LEXPLORE,20.36,0.052,-0.007,12.528181818181814,0.036,0.0098181818181818,7.198,0.0077999999999999,-0.003,1.66,6.67,3
2020-07-05 07:11:23,LEXPLORE,20.26,0.064,0.014,12.764545454545452,0.0435454545454545,-0.0068181818181818,7.167999999999999,0.0047999999999999,-0.0022,1.66,6.67,3
2020-07-05 08:11:25,LEXPLORE,20.26,0.064,0.014,12.764545454545452,0.0435454545454545,-0.0068181818181818,7.167999999999999,0.0047999999999999,-0.0022,1.66,6.67,3
2020-07-05 09:11:31,LEXPLORE,20.26,0.064,0.014,12.764545454545452,0.0435454545454545,-0.0068181818181818,7.167999999999999,0.0047999999999999,-0.0022,1.66,6.67,3
2020-07-05 10:11:08,LEXPLORE,20.3,0.032,0.013,14.687272727272724,0.023,-0.0051818181818181,7.5619999999999985,0.0135999999999999,-0.0025999999999999,1.66,6.67,3
2020-07-05 11:11:25,LEXPLORE,20.3,0.032,0.013,14.687272727272724,0.023,-0.0051818181818181,7.5619999999999985,0.0135999999999999,-0.0025999999999999,1.66,6.67,3
2020-07-05 12:11:13,LEXPLORE,20.3,0.032,0.013,14.687272727272724,0.023,-0.0051818181818181,7.5619999999999985,0.0135999999999999,-0.0025999999999999,1.65,6.5,3
2020-07-05 13:11:08,LEXPLORE,20.61,0.0309999999999999,-0.013,13.710909090909087,0.0428181818181818,0.0100909090909091,7.281999999999999,0.0155999999999999,0.0022,1.65,6.5,3
2020-07-05 14:10:27,LEXPLORE,20.61,0.0309999999999999,-0.013,13.710909090909087,0.0428181818181818,0.0100909090909091,7.281999999999999,0.0155999999999999,0.0022,1.65,6.5,3
2020-07-05 15:11:05,LEXPLORE,20.61,0.0309999999999999,-0.013,13.710909090909087,0.0428181818181818,0.0100909090909091,7.281999999999999,0.0155999999999999,0.0022,1.65,6.5,3
2020-07-05 16:11:00,LEXPLORE,20.87,0.013,0.0199999999999999,13.117272727272724,0.0406363636363636,-0.0063636363636363,7.138,0.0127999999999999,-0.0067999999999999,1.65,6.5,3
2020-07-05 17:10:57,LEXPLORE,20.87,0.013,0.0199999999999999,13.117272727272724,0.0406363636363636,-0.0063636363636363,7.138,0.0127999999999999,-0.0067999999999999,1.65,6.5,3
2020-07-05 18:10:58,LEXPLORE,20.87,0.013,0.0199999999999999,13.117272727272724,0.0406363636363636,-0.0063636363636363,7.138,0.0127999999999999,-0.0067999999999999,1.65,6.5,3
2020-07-05 19:11:10,LEXPLORE,20.94,0.026,0.037,14.319090909090908,0.0158181818181818,-0.0064545454545454,7.351999999999999,0.0047999999999999,-0.003,1.65,6.5,3
2020-07-05 20:11:24,LEXPLORE,20.94,0.026,0.037,14.319090909090908,0.0158181818181818,-0.0064545454545454,7.351999999999999,0.0047999999999999,-0.003,1.65,6.5,3
2020-07-05 21:10:53,LEXPLORE,20.94,0.026,0.037,14.319090909090908,0.0158181818181818,-0.0064545454545454,7.351999999999999,0.0047999999999999,-0.003,1.65,6.5,3
2020-07-05 23:10:54,LEXPLORE,20.87,0.062,0.0059999999999999,14.11454545454545,0.0362727272727272,0.002,7.303999999999999,0.0077999999999999,0.005,1.65,6.5,3
2020-07-06 00:11:15,LEXPLORE,20.87,0.062,0.0059999999999999,14.11454545454545,0.0362727272727272,0.002,7.303999999999999,0.0077999999999999,0.005,1.65,6.5,3
2020-07-06 01:10:32,LEXPLORE,20.79,0.021,-0.0249999999999999,12.842727272727268,0.0481818181818181,0.0026363636363636,7.198,0.0087999999999999,0.001,1.65,6.5,3
2020-07-06 02:11:02,LEXPLORE,20.79,0.021,-0.0249999999999999,12.842727272727268,0.0481818181818181,0.0026363636363636,7.198,0.0087999999999999,0.001,1.65,6.5,3
2020-07-06 03:11:05,LEXPLORE,20.79,0.021,-0.0249999999999999,12.842727272727268,0.0481818181818181,0.0026363636363636,7.198,0.0087999999999999,0.001,1.65,6.5,3
2020-07-06 07:11:12,LEXPLORE,20.65,-0.045,0.01,15.15363636363636,0.0057272727272727,0.0018181818181818,7.581999999999999,0.002,-0.0073999999999999,1.65,6.5,3
2020-07-06 08:10:34,LEXPLORE,20.65,-0.045,0.01,15.15363636363636,0.0057272727272727,0.0018181818181818,7.581999999999999,0.002,-0.0073999999999999,1.65,6.5,3
2020-07-06 09:10:46,LEXPLORE,20.65,-0.045,0.01,15.15363636363636,0.0057272727272727,0.0018181818181818,7.581999999999999,0.002,-0.0073999999999999,1.65,6.5,3
2020-07-06 10:10:21,LEXPLORE,20.72,-0.053,0.017,16.018181818181816,-0.0202727272727272,-0.0106363636363636,7.621999999999999,0.0024,-0.0007999999999999,1.65,6.5,3
2020-07-06 12:10:49,LEXPLORE,20.72,-0.053,0.017,16.018181818181816,-0.0202727272727272,-0.0106363636363636,7.621999999999999,0.0024,-0.0007999999999999,1.64,6.33,3
2020-07-06 14:09:47,LEXPLORE,20.83,-0.046,-0.0319999999999999,14.605454545454542,-0.0126363636363636,0.018,7.403999999999999,0.006,0.0017999999999999,1.64,6.33,3
2020-07-06 15:09:57,LEXPLORE,20.83,-0.046,-0.0319999999999999,14.605454545454542,-0.0126363636363636,0.018,7.403999999999999,0.006,0.0017999999999999,1.64,6.33,3
2020-07-06 16:10:23,LEXPLORE,21.0,-0.036,0.006,14.975454545454545,0.0087272727272727,-0.004,7.507999999999999,0.0047999999999999,-0.004,1.64,6.33,3
2020-07-06 21:10:24,LEXPLORE,21.06,0.01,-0.0129999999999999,15.209999999999996,0.0131818181818182,0.005,7.575999999999999,-0.0062,-0.0007999999999999,1.64,6.33,3
2020-07-06 22:09:45,LEXPLORE,20.87,-0.032,-0.0339999999999999,13.814545454545453,0.0122727272727272,-0.0057272727272727,7.293999999999999,-0.005,0.0087999999999999,1.64,6.33,3
2021-05-16 19:11:16,LEXPLORE,10.67,0.009,-0.013,9.955454545454543,-0.0517272727272727,-0.0007272727272727,8.065999999999997,0.0094,0.0017999999999999,3.24,6.48,3
2021-05-16 22:10:52,LEXPLORE,10.61,0.002,-0.017,9.789090909090907,-0.0192727272727272,0.0362727272727272,7.883999999999999,0.0087999999999999,-0.0092,3.24,6.48,3
2021-05-17 01:10:54,LEXPLORE,10.59,0.0379999999999999,0.0019999999999999,10.348181818181818,0.008,0.0303636363636363,8.495999999999999,0.0239999999999999,-0.0122,3.24,6.48,2
2021-05-17 04:10:48,LEXPLORE,10.6,0.0379999999999999,0.0069999999999999,10.448181818181816,-0.0192727272727272,0.0034545454545454,9.048,-0.0277999999999999,-0.035,3.24,6.48,3
2021-05-17 07:10:50,LEXPLORE,10.56,0.0359999999999999,0.0049999999999999,9.982727272727272,-0.023090909090909,-0.0020909090909091,7.897999999999998,0.0066,0.0057999999999999,3.24,6.48,3
2021-05-17 10:10:39,LEXPLORE,10.57,0.1219999999999999,0.0149999999999999,10.35090909090909,0.0127272727272726,-0.0059090909090908,7.899999999999999,0.0147999999999999,0.0023999999999999,3.24,6.48,3
2021-05-17 13:10:30,LEXPLORE,10.59,0.112,-0.024,10.251818181818182,0.0268181818181817,0.0054545454545455,7.841999999999999,0.0081999999999999,0.0,3.42,6.38,3
2021-05-17 16:10:45,LEXPLORE,10.52,0.0319999999999999,-0.041,9.271818181818182,0.0128181818181818,0.0481818181818181,7.903999999999998,0.0091999999999999,0.0002,3.42,6.38,2
2021-05-17 19:10:53,LEXPLORE,10.49,-0.007,0.025,9.567272727272726,0.0247272727272727,0.0077272727272726,8.319999999999999,-0.0017999999999999,-0.0143999999999999,3.42,6.38,3
2021-05-17 22:10:54,LEXPLORE,10.5,-0.004,0.023,10.115454545454543,0.0172727272727272,-0.018,8.193999999999999,-0.0239999999999999,-0.001,3.42,6.38,3
2021-05-18 01:10:54,LEXPLORE,10.56,0.0609999999999999,0.046,10.57,0.0261818181818181,0.0351818181818181,8.707999999999998,-0.0393999999999999,0.0092,3.42,6.38,2
2021-05-18 04:10:54,LEXPLORE,10.58,0.052,0.0129999999999999,10.551818181818184,0.0119090909090908,-0.0158181818181818,8.809999999999999,-0.0371999999999999,0.0104,3.42,6.38,3
2021-05-18 07:10:53,LEXPLORE,10.5,0.0049999999999999,-0.02,10.093636363636364,-0.0716363636363636,0.0160909090909091,8.456,-0.002,0.0047999999999999,3.42,6.38,2
2021-05-18 10:10:53,LEXPLORE,10.53,-0.017,-0.0199999999999999,9.948181818181816,-0.0305454545454544,0.0635454545454545,8.161999999999999,-0.0145999999999999,-0.0065999999999999,3.42,6.38,3
2021-05-18 13:10:54,LEXPLORE,10.88,-0.0049999999999999,0.0279999999999999,10.57,0.0222727272727272,0.0502727272727272,8.54,-0.016,-0.0159999999999999,3.6,6.28,3
2021-05-18 16:10:58,LEXPLORE,11.23,0.011,0.075,10.62181818181818,0.021,-0.0052727272727272,8.961999999999998,-0.0457999999999999,-0.0249999999999999,3.6,6.28,3
2021-05-18 19:10:56,LEXPLORE,11.28,0.032,0.0149999999999999,10.416363636363636,-0.0247272727272727,-0.0238181818181818,8.36,-0.0105999999999999,0.0221999999999999,3.6,6.28,3
2021-05-18 22:10:55,LEXPLORE,11.16,0.0,0.0049999999999999,10.242727272727272,-0.0358181818181818,0.0187272727272727,8.139999999999999,0.0113999999999999,-0.0016,3.6,6.28,3
2021-05-19 01:10:56,LEXPLORE,11.07,0.0069999999999999,0.034,10.623636363636365,-0.0351818181818181,0.0004545454545454,8.649999999999999,0.0123999999999999,-0.022,3.6,6.28,3
2021-05-19 07:10:58,LEXPLORE,11.01,-0.052,-0.023,10.613636363636363,-0.0527272727272727,0.0303636363636363,9.358,-0.0688,0.0066,3.6,6.28,2
2021-05-19 10:10:54,LEXPLORE,11.11,-0.058,-0.003,10.615454545454543,-0.0392727272727272,0.0149090909090908,8.908,-0.0407999999999999,0.0152,3.6,6.28,3
2021-05-19 13:10:54,LEXPLORE,11.29,-0.03,0.001,10.645454545454546,-0.0307272727272727,0.0003636363636363,9.175999999999998,-0.0357999999999999,0.0135999999999999,4.21,5.93,3
2021-05-19 16:10:54,LEXPLORE,11.49,-0.034,0.0249999999999999,10.565454545454546,-0.0542727272727272,-0.0115454545454545,9.232,-0.0405999999999999,-0.0012,4.21,5.93,3
2021-05-19 19:10:52,LEXPLORE,11.52,-0.006,0.0059999999999999,10.563636363636364,-0.062,0.0049090909090909,9.192,-0.0447999999999999,0.013,4.21,5.93,3
2021-05-19 22:10:51,LEXPLORE,11.42,-5.921189464667505e-18,-0.019,10.591818181818182,-0.047,0.0298181818181818,9.06,-0.0373999999999999,0.0072,4.21,5.93,3
2021-05-20 01:10:50,LEXPLORE,11.28,-0.002,-0.007,10.643636363636364,-0.0154545454545454,0.0145454545454545,9.056,-0.0279999999999999,0.0032,4.21,5.93,3
2021-05-20 04:10:51,LEXPLORE,11.19,0.009,-0.0139999999999999,10.607272727272727,-0.0159090909090909,-0.0036363636363636,8.961999999999998,-0.0129999999999999,0.013,4.21,5.93,3
2021-05-24 10:11:29,LEXPLORE,12.34,-0.029,0.003,10.76,-0.0363636363636363,0.0094545454545454,8.533999999999999,-0.0101999999999999,-0.0013999999999999,4.86,5.98,3
2021-05-24 13:10:56,LEXPLORE,12.46,-0.05,0.0119999999999999,10.64090909090909,-0.0411818181818181,-0.0036363636363636,8.675999999999998,-0.0149999999999999,-0.0025999999999999,5.57,5.86,2
