MAE,MSE,RMSE,R2,MAPE,best_cv_score_negRMSE,target_column,n_train,n_test
1.1464233551123806,3.1471531156906636,1.7740217348416742,0.869257660343303,23.741899707334333,-2.130745054722252,chl_max_true,6668,1667
